416	1736875	11129
417	1748004	3373
419	1751377	5370
421	1756747	5221
423	1761968	8039
424	1770007	11435
426	1781442	9239
427	1790681	18433
428	1809114	2258
431	1811372	6981
432	1818353	24114
433	1842467	24087
434	1866554	7381
435	1873935	12595
436	1886530	4463
437	1890993	11832
438	1902825	13905
440	1916730	1707
441	1918437	610
442	1919047	13925
443	1932972	13450
444	1946422	7538
445	1953960	29570
